Age,Gender,Monthly Income (AED),Highest Education,Nationality,Purchase Frequency,Monthly Skincare Spend (AED),Brand Preference,Purchase Influencing Factors,Platforms Used,Most Trusted Platform,Influencer Count,Main Influencer Tier Followed,Influencer Content Type Considered,Purchased After Influencer Recommendation,Likelihood to Try Influencer Brand,Willingness to Pay Extra,Main Challenge,Influencer Marketing Effectiveness,Most Influential Ad Format,Purchase Time After Influencer,Online Community Member,Would Recommend Based on Influencer,Biggest Influencer Marketing Turn-off,Preferred Discovery Channel
31,Female,"20,000–29,999",Bachelor’s Degree,Expat – Western,Monthly,"1,000 or more",Korean,"Product ingredients, Friends/Family recommendations","Instagram, YouTube, TikTok",YouTube,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories",Yes,Very likely,1–10% more,Too many options,Not very effective,Long video (YouTube/TikTok),Within a month,No,Yes,Unrelatable content,Social media/influencers
63,Female,"10,000–19,999",Master’s Degree,Expat – Asian,Monthly,250–499,Korean,"Friends/Family recommendations, Product ingredients",Instagram,TikTok,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",No,Likely,1–10% more,Products are expensive,Highly effective,Story,Within a week,Yes,No,Repetitive ads,In-store
39,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Premium,"Online reviews, Friends/Family recommendations","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),Instagram Posts,No,Very likely,1–10% more,Too many options,Neutral,Reel,Within a month,Yes,No,Unrelatable content,Advertisements
43,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Premium,"Social media influencers, Friends/Family recommendations","Instagram, YouTube, TikTok",YouTube,1–3,Macro (100k–1M),Instagram Stories,Yes,Unlikely,No increase,Not sure what works for me,Somewhat effective,Reel,Within a week,No,Yes,Lack of authenticity,Advertisements
104,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Korean,"Friends/Family recommendations, Brand reputation","Instagram, YouTube",Instagram,1–3,Not sure,"Instagram Stories, Instagram Reels, YouTube Videos",Yes,Very unlikely,No increase,Not enough trusted reviews,Not very effective,Standard post,Within a month,No,Yes,Lack of authenticity,In-store
52,Male,"Less than 5,000",Bachelor’s Degree,Other,Weekly,Less than 100,Organic/Natural,"Online reviews, Social media influencers","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Very likely,No increase,Hard to find in Dubai,Somewhat effective,Long video (YouTube/TikTok),Within a week,No,No,Over-promotion,In-store
45,Male,"10,000–19,999",Master’s Degree,Expat – Arab,Every 2–3 months,Less than 100,No preference,"Online reviews, Price","Instagram, YouTube, TikTok",Instagram,8 or more,Micro (10k–100k),"Instagram Posts, Instagram Stories, YouTube Videos",No,Likely,1–10% more,Not enough trusted reviews,Somewhat effective,Story,Within a week,No,No,Lack of authenticity,Social media/influencers
37,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,No preference,"Online reviews, Price","Instagram, YouTube",TikTok,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Very likely,1–10% more,Too many options,Highly effective,Standard post,Within a week,No,No,Over-promotion,Social media/influencers
26,Female,"20,000–29,999",Bachelor’s Degree,Emirati,Every 2–3 months,100–249,Organic/Natural,"Friends/Family recommendations, Online reviews","Instagram, TikTok",Instagram,4–7,Mega (1M–10M),"Instagram Stories, TikTok Videos",No,Very likely,No increase,Not enough trusted reviews,Neutral,Story,Within a week,No,No,Repetitive ads,Social media/influencers
36,Male,"5,000–9,999",Doctorate,Emirati,Monthly,100–249,Korean,"Online reviews, Price","Instagram, TikTok, Facebook",TikTok,4–7,Micro (10k–100k),"Instagram Posts, YouTube Videos",No,Likely,11–25% more,Not sure what works for me,Somewhat effective,Story,Within a week,Yes,No,Lack of authenticity,In-store
29,Male,"Less than 5,000",High School,Emirati,Monthly,Less than 100,Korean,"Online reviews, Price","YouTube, Snapchat",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,No increase,Not enough trusted reviews,Highly effective,Standard post,Within a month,No,No,Lack of authenticity,Social media/influencers
74,Male,"10,000–19,999",Bachelor’s Degree,Other,Every 2–3 months,250–499,No preference,"Social media influencers, Friends/Family recommendations",Snapchat,None,8 or more,Micro (10k–100k),"Instagram Posts, Instagram Reels",Yes,Very unlikely,More than 50% more,Not sure what works for me,Highly effective,Reel,Within a month,No,Yes,Repetitive ads,Online search
46,Male,"5,000–9,999",Master’s Degree,Expat – Western,Monthly,Less than 100,Premium,"Brand reputation, Social media influencers",Instagram,Instagram,None,Mega (1M–10M),"Instagram Posts, Instagram Stories, TikTok Videos",No,Likely,No increase,Not enough trusted reviews,Not effective at all,Story,Within a month,No,No,Unrelatable content,Social media/influencers
62,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Korean,"Social media influencers, Brand reputation",Instagram,YouTube,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Likely,11–25% more,Too many options,Somewhat effective,Reel,Within a month,Yes,Yes,Lack of authenticity,Social media/influencers
31,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Weekly,Less than 100,Korean,"Brand reputation, Product ingredients","Instagram, TikTok",TikTok,4–7,Micro (10k–100k),"Instagram Stories, YouTube Videos, TikTok Videos",No,Likely,No increase,Products are expensive,Not very effective,Standard post,Immediately,No,No,Repetitive ads,Friends/Family
30,Female,"20,000–29,999",Bachelor’s Degree,Expat – Arab,Monthly,"1,000 or more",Korean,"Online reviews, Product ingredients","Instagram, YouTube",YouTube,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Very likely,11–25% more,Not enough trusted reviews,Not effective at all,Long video (YouTube/TikTok),Never,Yes,No,Unrelatable content,Social media/influencers
50,Female,"20,000–29,999",Bachelor’s Degree,Expat – Arab,Monthly,500–999,Premium,"Brand reputation, Friends/Family recommendations",Instagram,YouTube,4–7,Mega (1M–10M),"Instagram Stories, Instagram Reels",No,Unlikely,No increase,Too many options,Not effective at all,Standard post,Within a week,No,No,Over-promotion,Social media/influencers
29,Female,"10,000–19,999",Master’s Degree,Expat – Arab,Rarely,Less than 100,Korean,"Friends/Family recommendations, Product ingredients",Instagram,Instagram,4–7,Celebrity (10M+),"Instagram Posts, TikTok Videos",Yes,Very likely,No increase,Hard to find in Dubai,Not very effective,Reel,Within a month,No,Yes,Over-promotion,Social media/influencers
33,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,250–499,Organic/Natural,"Product ingredients, Brand reputation","Instagram, TikTok",Instagram,4–7,Mega (1M–10M),TikTok Videos,No,Very unlikely,No increase,Not enough trusted reviews,Not very effective,Reel,Never,No,No,Lack of authenticity,Social media/influencers
76,Male,"30,000 or more",Bachelor’s Degree,Expat – Asian,Monthly,500–999,Korean,"Friends/Family recommendations, Price","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Very likely,More than 50% more,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,Yes,Repetitive ads,Online search
34,Female,"5,000–9,999",High School,Expat – Asian,Every 2–3 months,500–999,Organic/Natural,"Friends/Family recommendations, Price","Instagram, YouTube, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Neutral,More than 50% more,Too many options,Highly effective,Standard post,Within a week,No,No,Over-promotion,Social media/influencers
24,Female,"Less than 5,000",High School,Emirati,Monthly,Less than 100,Premium,"Brand reputation, Friends/Family recommendations","Instagram, Snapchat",TikTok,None,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very unlikely,No increase,Not enough trusted reviews,Neutral,Standard post,Within a week,No,No,Over-promotion,Online search
22,Female,"5,000–9,999",Other,Emirati,Monthly,100–249,No preference,"Online reviews, Price","Instagram, YouTube, TikTok, Snapchat",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very likely,1–10% more,Not sure what works for me,Somewhat effective,Story,Immediately,Yes,No,Repetitive ads,Advertisements
24,Female,"5,000–9,999",Bachelor’s Degree,Emirati,Every 2–3 months,Less than 100,Korean,"Product ingredients, Price","Instagram, YouTube, TikTok",YouTube,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Reels, TikTok Videos",Yes,Likely,1–10% more,Hard to find in Dubai,Highly effective,Standard post,Within a month,Yes,Yes,Lack of authenticity,Friends/Family
64,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,100–249,Korean,"Brand reputation, Price",Instagram,Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, TikTok Videos",No,Unlikely,No increase,Too many options,Neutral,Reel,Within a month,Yes,No,Lack of authenticity,Social media/influencers
32,Female,"10,000–19,999",High School,Expat – Western,Every 2–3 months,"1,000 or more",Drugstore,"Social media influencers, Online reviews","Instagram, YouTube",YouTube,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Very likely,No increase,Too many options,Somewhat effective,Story,Within a month,No,Yes,Lack of authenticity,Advertisements
103,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Drugstore,"Social media influencers, Product ingredients","Instagram, TikTok",TikTok,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Neutral,More than 50% more,Hard to find in Dubai,Not very effective,Reel,Immediately,No,Yes,Lack of authenticity,Friends/Family
71,Female,"Less than 5,000",Doctorate,Expat – Western,Monthly,Less than 100,Korean,"Online reviews, Brand reputation","Instagram, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very likely,1–10% more,Hard to find in Dubai,Neutral,Standard post,After a long time,No,No,Unrelatable content,Advertisements
84,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Rarely,Less than 100,Premium,"Online reviews, Product ingredients",YouTube,YouTube,1–3,Micro (10k–100k),"Instagram Reels, TikTok Videos",No,Very likely,No increase,Too many options,Somewhat effective,Long video (YouTube/TikTok),Within a month,No,No,Unrelatable content,Online search
58,Female,"5,000–9,999",High School,Expat – Arab,Monthly,100–249,Korean,"Brand reputation, Social media influencers","Instagram, YouTube",YouTube,4–7,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Very likely,No increase,Products are expensive,Somewhat effective,Standard post,Within a week,No,Yes,Lack of authenticity,Social media/influencers
49,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Every 2–3 months,250–499,Drugstore,"Price, Product ingredients","Instagram, YouTube, TikTok",Instagram,None,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",No,Unlikely,No increase,Not sure what works for me,Somewhat effective,Story,Within a week,No,No,Lack of authenticity,Social media/influencers
29,Male,"10,000–19,999",Master’s Degree,Expat – Western,Monthly,100–249,Organic/Natural,"Online reviews, Friends/Family recommendations","Instagram, YouTube",TikTok,None,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Very likely,1–10% more,Products are expensive,Not effective at all,Standard post,Within a month,No,No,Lack of authenticity,Social media/influencers
39,Male,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Rarely,500–999,Organic/Natural,"Social media influencers, Price","Instagram, TikTok, Snapchat",Instagram,4–7,Celebrity (10M+),Instagram Posts,Yes,Very likely,No increase,Products are expensive,Highly effective,Standard post,Within a month,Yes,Yes,None,Online search
51,Female,"Less than 5,000",Master’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Drugstore,"Online reviews, Price",TikTok,TikTok,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Neutral,1–10% more,Too many options,Somewhat effective,Reel,Within a week,No,Yes,Unrelatable content,Social media/influencers
56,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Korean,"Brand reputation, Social media influencers","Instagram, YouTube, TikTok",Instagram,4–7,Macro (100k–1M),Instagram Posts,Yes,Likely,No increase,Not sure what works for me,Neutral,Reel,Immediately,Yes,Yes,Unrelatable content,Social media/influencers
26,Female,"20,000–29,999",Master’s Degree,Expat – Asian,Monthly,"1,000 or more",Organic/Natural,"Price, Brand reputation",Instagram,Instagram,1–3,Mega (1M–10M),"Instagram Posts, YouTube Videos, TikTok Videos",No,Likely,No increase,Too many options,Somewhat effective,Reel,After a long time,No,No,Over-promotion,Friends/Family
36,Male,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Monthly,100–249,Korean,"Social media influencers, Product ingredients","Instagram, TikTok",Instagram,None,Mega (1M–10M),"Instagram Posts, Instagram Stories",No,Very likely,No increase,Too many options,Somewhat effective,Reel,Within a week,No,Yes,Over-promotion,Friends/Family
38,Male,"10,000–19,999",High School,Other,Every 2–3 months,100–249,Premium,"Price, Online reviews","Instagram, YouTube, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",No,Neutral,26–50% more,Too many options,Somewhat effective,Long video (YouTube/TikTok),Within a week,No,No,Lack of authenticity,Online search
37,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Korean,"Brand reputation, Social media influencers","TikTok, Snapchat",TikTok,1–3,Celebrity (10M+),"Instagram Posts, TikTok Videos",Yes,Neutral,No increase,Products are expensive,Somewhat effective,Reel,After a long time,No,Yes,None,Online search
27,Female,"5,000–9,999",High School,Expat – Asian,Monthly,250–499,Drugstore,"Price, Friends/Family recommendations","YouTube, TikTok",YouTube,1–3,Micro (10k–100k),None,No,Likely,11–25% more,Not sure what works for me,Somewhat effective,Story,Within a month,No,No,Repetitive ads,Social media/influencers
80,Female,"10,000–19,999",Master’s Degree,Emirati,Rarely,Less than 100,Premium,"Price, Online reviews","Instagram, YouTube, Snapchat",TikTok,1–3,Micro (10k–100k),Instagram Posts,No,Very likely,No increase,Not enough trusted reviews,Not very effective,Story,Within a month,Yes,No,Unrelatable content,Social media/influencers
36,Female,"20,000–29,999",Master’s Degree,Emirati,Every 2–3 months,"1,000 or more",Premium,"Social media influencers, Friends/Family recommendations",Snapchat,None,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Neutral,1–10% more,Products are expensive,Somewhat effective,Standard post,Within a month,Yes,Yes,Unrelatable content,Social media/influencers
28,Female,"Less than 5,000",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Korean,"Friends/Family recommendations, Social media influencers","Instagram, TikTok, Facebook",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, TikTok Videos",Yes,Neutral,No increase,Not enough trusted reviews,Somewhat effective,Reel,Within a month,No,Yes,Over-promotion,Social media/influencers
